1020,504
1014,514
1011,516
1023,514
1054,520
1098,506
1184,538
1276,556
1291,549
1315,554
1328,555
1329,556
1343,558
1456,562
1468,564
1468,574
1001,516
949,528
881,517
862,500
861,468
863,445
857,428
848,420
824,427
758,451
694,474
624,502
566,527
542,533
467,559
436,570
446,568
482,561
526,566
604,566
729,593
813,625
958,676
984,580
977,552
960,524
950,504
948,502
944,502
940,504
